1369,676,627,0,33,15
1370,676,627,0,36,26
1371,676,629,0,41,38
1372,676,629,0,44,48
1373,676,634,0,46,63
1374,676,637,7,47,72
1375,676,644,23,46,72
1376,676,649,42,49,69
1377,676,652,56,50,75
1378,676,657,79,51,73
1379,676,626,100,128,77
1380,676,633,125,124,78
1381,676,640,150,124,81
1382,676,648,177,122,83
1383,676,654,206,120,85
1384,676,660,236,121,89
1385,676,656,255,140,107
1386,676,658,284,149,118
1387,676,662,318,153,125
1388,676,673,364,145,122
1389,676,679,404,149,129
1390,676,684,450,149,133
1391,676,690,500,150,137
1392,676,699,556,144,134
1393,676,710,618,138,131
1394,676,719,686,136,131
1395,676,732,752,140,134
1396,676,734,818,148,143
1397,676,739,888,156,152
1398,676,743,960,165,162
1399,676,751,1036,175,172
1400,676,759,1120,186,182
1401,676,767,1210,196,193
1402,676,775,1310,206,205
1403,676,791,1417,216,216
1404,676,792,1517,237,242
1405,676,838,1676,178,181
