971,502,553,162,39,40
972,502,554,153,36,41
973,502,555,143,36,40
974,502,556,134,37,41
975,502,555,125,40,42
976,502,557,119,40,40
977,502,556,112,42,39
978,502,557,104,42,39
979,502,558,97,42,39
980,502,557,89,44,39
981,502,557,84,46,39
982,502,557,77,46,40
983,502,558,71,44,40
984,502,556,65,46,44
985,502,557,60,43,45
986,502,556,56,43,47
987,502,554,55,42,46
988,502,553,54,41,48
989,502,552,54,40,47
990,502,550,60,41,44
991,502,549,58,41,49
992,502,546,64,43,47
993,502,544,65,47,50
994,502,543,71,49,49
995,502,543,73,48,53
996,502,540,79,52,54
997,502,540,82,52,60
998,502,539,88,53,60
999,502,539,94,53,62
1000,502,540,101,51,63
1001,502,539,109,51,64
1002,502,539,117,49,65
1003,502,535,126,54,66
1004,502,535,137,57,67
1005,502,535,147,55,69
1006,502,533,159,58,69
1007,502,529,171,61,66
1008,502,527,168,83,90
1009,502,532,181,104,79
1010,502,521,194,105,91
1011,502,520,209,108,104
1012,502,521,244,79,88
1013,502,520,259,82,95
1014,502,516,260,103,116
1015,502,515,266,109,133
1016,502,529,299,102,123
1017,502,541,329,118,118
1018,502,490,313,225,172
1019,502,496,343,233,178
1020,502,521,393,217,166
1021,502,542,445,205,156
1022,502,560,495,213,162
1023,502,578,546,212,161
1024,502,595,601,219,166
1025,502,611,659,232,175
1026,502,629,725,244,184
1027,502,649,798,261,196
1028,502,669,881,278,208
1029,502,675,957,321,241
1030,502,727,1092,298,226
1031,502,770,1235,299,228
1032,502,806,1383,313,241
1033,502,852,1537,304,234
