555,325,577,101,26,34
556,325,577,113,30,34
557,325,577,100,46,65
558,325,582,132,45,47
559,325,580,142,46,62
560,325,581,157,47,66
561,325,585,178,47,69
562,325,589,202,46,67
563,325,592,228,47,75
564,325,596,256,49,72
565,325,595,285,63,78
566,325,601,322,60,74
567,325,605,361,59,73
568,325,604,402,66,82
569,325,609,446,73,90
570,325,615,495,82,98
571,325,625,551,88,101
572,325,633,613,98,108
573,325,628,688,103,113
574,325,625,767,113,123
575,325,627,853,128,140
576,325,625,951,139,154
577,325,632,1063,151,168
578,325,635,1193,165,186
579,325,633,1338,184,212
580,325,648,1468,183,212
