1369,659,627,0,33,15
1370,659,627,0,36,26
1371,659,629,0,41,38
1372,659,629,0,44,48
1373,659,634,0,46,63
1374,659,637,7,47,72
1375,659,644,23,46,72
1376,659,649,42,49,69
1377,659,652,56,50,75
1378,659,657,79,51,73
1379,659,626,100,128,77
1380,659,633,125,124,78
1381,659,640,150,124,81
1382,659,648,177,122,83
1383,659,654,206,120,85
1384,659,660,236,121,89
1385,659,656,255,140,107
1386,659,658,284,149,118
1387,659,662,318,153,125
1388,659,673,364,145,122
1389,659,679,404,149,129
1390,659,684,450,149,133
1391,659,690,500,150,137
1392,659,699,556,144,134
1393,659,710,618,138,131
1394,659,719,686,136,131
1395,659,732,752,140,134
1396,659,734,818,148,143
1397,659,739,888,156,152
1398,659,743,960,165,162
1399,659,751,1036,175,172
1400,659,759,1120,186,182
1401,659,767,1210,196,193
1402,659,775,1310,206,205
1403,659,791,1417,216,216
1404,659,792,1517,237,242
1405,659,838,1676,178,181
1427,659,1011,1936,41,17
