543,314,551,48,22,20
544,314,554,46,20,18
545,314,555,45,21,26
546,314,558,47,20,25
547,314,559,49,24,23
548,314,561,50,23,27
549,314,562,53,22,30
550,314,565,58,23,30
551,314,566,65,26,29
552,314,568,77,28,24
553,314,568,82,30,30
554,314,573,90,28,32
555,314,577,101,26,34
556,314,577,113,30,34
557,314,577,100,46,65
558,314,582,132,45,47
559,314,580,142,46,62
560,314,581,157,47,66
561,314,578,185,70,68
562,314,582,208,70,68
563,314,583,234,74,73
564,314,588,262,74,73
565,314,591,292,76,76
566,314,597,328,72,73
567,314,602,367,70,72
568,314,600,407,79,81
569,314,604,451,87,89
570,314,610,499,96,97
571,314,619,555,103,101
572,314,627,617,114,108
573,314,622,691,119,112
574,314,618,770,129,123
575,314,619,856,147,139
576,314,616,954,160,153
577,314,622,1066,172,167
578,314,624,1195,189,185
579,314,621,1340,211,212
580,314,636,1470,209,212
