295,189,570,210,70,77
296,189,569,222,70,71
297,189,576,237,71,59
298,189,576,249,44,50
299,189,577,265,34,47
300,189,575,262,41,64
301,189,577,281,69,61
302,189,580,306,70,54
303,189,581,326,70,54
304,189,579,345,72,55
305,189,576,366,72,59
306,189,580,388,68,60
307,189,582,416,67,61
308,189,572,443,67,61
309,189,573,469,72,65
310,189,576,500,73,65
311,189,578,532,73,64
313,189,582,600,71,60
314,189,580,647,56,48
315,189,579,673,68,57
316,189,576,710,71,60
317,189,576,747,75,63
318,189,574,787,78,65
319,189,570,829,79,64
320,189,556,871,80,67
321,189,550,916,81,69
322,189,551,962,84,70
323,189,545,1011,84,71
324,189,544,1062,83,71
325,189,546,1114,87,74
326,189,540,1168,91,78
327,189,538,1222,98,84
328,189,531,1281,102,89
329,189,529,1342,109,96
330,189,527,1406,114,101
331,189,523,1472,116,105
332,189,524,1536,129,119
333,189,526,1633,111,105
334,189,523,1723,106,104
335,189,538,1837,74,74
