51,2,397,261,71,47
52,2,392,280,68,47
53,2,385,298,72,53
54,2,380,308,68,63
55,2,375,321,69,70
56,2,369,337,31,74
57,2,361,353,51,79
58,2,357,368,70,81
59,2,352,386,70,83
60,2,345,405,56,84
61,2,338,425,70,88
62,2,326,449,60,84
63,2,319,479,56,82
64,2,313,511,51,79
65,2,313,536,58,82
66,2,309,567,61,82
67,2,305,602,64,79
68,2,293,640,54,75
69,2,288,679,59,73
70,2,277,718,62,76
71,2,265,757,65,80
72,2,249,802,63,84
73,2,236,854,67,95
74,2,223,910,69,104
75,2,211,970,70,111
76,2,201,1038,71,115
77,2,194,1111,70,117
78,2,185,1187,64,110
79,2,176,1270,60,107
80,2,166,1320,60,108
275,9,560,217,23,61
276,9,551,193,34,130
277,9,551,209,33,114
278,9,551,228,34,95
279,9,551,208,38,114
280,9,552,227,36,88
281,9,552,227,47,88
282,9,570,227,30,63
283,9,552,227,48,88
284,9,569,225,31,65
285,9,568,227,34,63
286,9,568,227,34,54
287,9,567,227,34,54
288,9,565,227,36,54
289,9,564,228,36,63
290,9,563,215,37,76
291,9,562,216,38,64
292,9,560,226,40,54
293,9,560,228,40,55
294,9,560,227,40,51
295,9,570,210,70,77
296,9,569,222,70,71
297,9,576,237,71,59
298,9,576,249,44,50
299,9,577,265,34,47
300,9,575,262,41,64
301,9,577,281,69,61
302,9,580,306,70,54
303,9,581,326,70,54
304,9,579,345,72,55
305,9,576,366,72,59
306,9,580,388,68,60
307,9,579,406,69,60
308,9,572,433,62,60
309,9,574,460,65,62
310,9,576,490,67,63
311,9,577,520,69,64
312,9,580,554,69,63
313,9,580,587,70,62
314,9,581,607,70,62
307,17,578,307,31,52
308,17,578,324,70,54
309,17,578,339,70,60
310,17,578,360,73,55
311,17,578,376,33,56
312,17,578,397,32,58
313,17,577,417,68,64
314,17,573,444,42,65
315,17,572,472,69,63
316,17,569,504,69,60
317,17,565,536,70,60
318,17,563,562,67,63
319,17,551,596,65,64
320,17,541,631,58,65
321,17,539,666,62,68
322,17,531,702,61,70
323,17,527,742,60,71
324,17,526,786,63,71
325,17,520,830,66,72
326,17,511,875,68,75
327,17,501,922,69,78
328,17,489,970,65,81
329,17,481,1021,62,85
330,17,475,1079,65,88
331,17,464,1140,67,92
332,17,452,1207,69,94
333,17,437,1276,71,99
334,17,430,1323,71,100
557,52,577,100,46,65
558,52,582,132,45,47
559,52,580,142,46,62
560,52,581,157,47,66
561,52,585,178,47,69
562,52,589,202,46,67
563,52,592,228,47,75
564,52,596,256,49,72
565,52,600,286,48,77
566,52,606,325,45,70
567,52,609,364,46,70
568,52,609,399,50,77
569,52,613,443,58,85
570,52,619,491,68,94
571,52,626,545,79,100
572,52,632,607,94,107
573,52,629,682,93,110
574,52,630,764,93,117
575,52,636,853,100,128
