295,190,570,210,70,77
296,190,569,222,70,71
297,190,576,237,71,59
298,190,576,249,44,50
299,190,577,265,34,47
300,190,575,262,41,64
301,190,577,281,69,61
302,190,580,306,70,54
303,190,581,326,70,54
304,190,579,345,72,55
305,190,576,366,72,59
306,190,580,388,68,60
307,190,582,416,67,61
308,190,572,443,67,61
309,190,573,469,72,65
310,190,576,500,73,65
311,190,578,532,73,64
312,190,582,567,71,61
313,190,582,600,71,60
314,190,580,647,56,48
315,190,579,673,68,57
316,190,576,710,71,60
317,190,576,747,75,63
318,190,574,787,78,65
319,190,570,829,79,64
320,190,556,871,80,67
321,190,550,916,81,69
322,190,551,962,84,70
323,190,545,1011,84,71
324,190,544,1062,83,71
325,190,546,1114,87,74
326,190,540,1168,91,78
327,190,538,1222,98,84
328,190,531,1281,102,89
329,190,529,1342,109,96
330,190,527,1406,114,101
331,190,523,1472,116,105
332,190,524,1536,129,119
333,190,526,1633,111,105
334,190,523,1723,106,104
335,190,538,1837,74,74
