1591,774,505,184,41,36
1592,774,505,174,43,39
1593,774,506,166,43,39
1594,774,507,159,44,39
1595,774,507,151,46,40
1596,774,506,145,50,40
1597,774,508,140,50,39
1598,774,509,136,51,40
1599,774,511,133,52,39
1600,774,515,132,49,39
1601,774,517,132,50,41
1602,774,521,133,47,43
1603,774,524,136,47,44
1604,774,528,136,45,48
1605,774,533,136,42,53
1606,774,537,139,39,55
1607,774,540,141,39,59
1608,774,544,143,38,61
1609,774,548,147,36,61
1610,774,552,150,35,65
1611,774,554,152,36,71
1612,774,558,156,36,75
1613,774,561,161,38,76
1614,774,564,165,36,80
1615,774,564,171,41,82
1616,774,569,181,39,81
1617,774,571,190,41,82
1618,774,574,201,42,83
1619,774,578,214,44,83
1620,774,582,228,42,83
1621,774,587,244,41,83
1622,774,589,265,47,82
1623,774,565,260,109,108
1624,774,582,286,100,101
1625,774,592,318,105,104
1626,774,596,343,109,105
1627,774,598,372,112,105
1628,774,597,404,113,104
1629,774,596,438,114,103
1630,774,601,475,119,105
1631,774,603,515,123,105
1632,774,600,556,129,109
1633,774,596,600,137,114
1634,774,605,645,149,121
1635,774,605,694,163,129
1636,774,594,748,179,142
1637,774,590,805,197,156
1638,774,583,868,218,172
1639,774,579,940,241,189
1640,774,576,1019,263,206
1641,774,572,1109,284,223
1642,774,568,1213,307,241
1643,774,562,1327,330,263
1644,774,544,1432,377,307
