716,64,451,41,24,40
717,64,443,39,29,40
718,64,437,39,31,39
719,64,430,39,34,38
720,64,424,39,36,36
721,64,418,44,38,31
722,64,413,45,39,31
723,64,397,52,40,28
724,64,392,54,44,32
725,64,385,56,47,33
726,64,379,61,48,38
727,64,373,68,48,39
728,64,365,79,49,38
729,64,357,89,51,39
730,64,351,97,50,43
731,64,341,113,58,38
732,64,333,124,60,39
733,64,325,136,63,39
734,64,314,143,69,47
735,64,304,147,71,56
736,64,297,158,68,53
737,64,288,166,68,60
738,64,277,176,67,67
739,64,267,187,64,72
740,64,253,202,64,77
741,64,236,220,65,83
742,64,222,228,81,99
743,64,188,245,100,112
744,64,162,270,113,122
745,64,144,300,120,130
746,64,123,335,111,134
747,64,116,376,105,141
748,64,122,423,111,151
749,64,118,477,105,158
750,64,118,541,98,168
751,64,116,617,97,183
752,64,109,690,103,213
753,64,100,728,104,215
