716,43,451,41,24,40
717,43,443,39,29,40
718,43,437,39,31,39
719,43,430,39,34,38
720,43,424,39,36,36
721,43,418,44,38,31
722,43,413,45,39,31
723,43,397,52,40,28
724,43,392,54,44,32
725,43,385,56,47,33
726,43,379,61,48,38
727,43,373,68,48,39
728,43,365,79,49,38
729,43,357,89,51,39
730,43,351,97,50,43
731,43,341,113,58,38
732,43,333,124,60,39
733,43,325,136,63,39
734,43,314,143,69,47
735,43,304,147,71,56
736,43,295,153,72,62
737,43,280,158,84,75
738,43,267,167,89,82
739,43,255,178,91,88
740,43,241,195,90,90
741,43,223,213,92,95
742,43,209,220,109,113
743,43,180,237,120,124
744,43,156,262,129,132
745,43,137,291,137,141
746,43,112,325,137,146
747,43,100,365,139,155
748,43,105,410,146,166
749,43,96,462,149,177
750,43,90,521,155,195
751,43,82,591,164,218
752,43,66,655,189,264
753,43,48,782,185,260
754,43,38,918,167,230
761,43,0,1290,135,184
762,43,46,1436,72,80
765,43,8,1603,45,47
