299,191,582,202,20,22
300,191,577,215,23,22
301,191,577,224,23,28
302,191,576,240,23,31
303,191,578,254,21,24
304,191,578,273,23,28
305,191,583,292,15,25
306,191,576,287,71,53
307,191,578,307,31,52
308,191,578,324,70,54
309,191,578,339,70,60
310,191,578,360,73,55
311,191,578,376,33,56
312,191,572,404,59,59
313,191,578,425,64,63
314,191,571,451,66,65
315,191,575,478,67,65
316,191,575,509,66,62
317,191,573,541,67,61
318,191,568,574,68,61
319,191,553,607,72,65
320,191,538,641,75,68
321,191,536,676,79,72
322,191,527,713,81,74
323,191,523,754,79,73
324,191,524,799,78,70
325,191,517,842,82,73
326,191,507,887,86,76
327,191,495,934,92,82
328,191,479,980,97,88
329,191,467,1030,102,94
330,191,462,1091,101,93
331,191,450,1151,105,97
332,191,440,1220,105,97
333,191,421,1287,114,106
334,191,402,1365,112,106
335,191,384,1446,112,106
336,191,363,1522,125,121
