51,32,397,261,71,47
52,32,392,280,68,47
53,32,385,298,72,53
54,32,380,308,68,63
55,32,375,321,69,70
56,32,369,337,31,74
57,32,361,353,51,79
58,32,357,368,70,81
59,32,352,386,70,83
60,32,345,405,56,84
61,32,317,430,114,88
62,32,305,454,110,89
63,32,300,486,99,83
64,32,298,520,88,76
65,32,298,544,95,82
66,32,297,577,92,81
67,32,297,614,86,75
68,32,286,654,73,66
69,32,283,691,75,67
70,32,269,729,84,75
71,32,256,767,92,83
72,32,235,809,100,93
73,32,216,858,116,110
74,32,200,913,125,121
75,32,188,974,127,125
76,32,179,1044,125,126
77,32,174,1121,119,122
78,32,174,1204,96,100
79,32,163,1288,94,99
80,32,161,1370,89,94
81,32,166,1453,76,79
82,32,161,1533,60,63
