531,318,534,106,15,23
532,318,534,100,17,21
533,318,536,90,16,21
534,318,537,84,17,22
535,318,539,77,16,22
536,318,539,70,21,22
537,318,540,64,20,21
538,318,541,57,21,24
539,318,542,56,21,22
540,318,545,51,22,24
541,318,546,48,23,22
542,318,547,48,25,21
543,318,551,48,22,20
544,318,554,46,20,18
545,318,555,45,21,26
546,318,558,47,20,25
547,318,559,49,24,23
548,318,561,50,23,27
549,318,562,53,22,30
550,318,565,58,23,30
551,318,566,65,26,29
552,318,568,77,28,24
553,318,568,82,30,30
554,318,573,90,28,32
555,318,577,101,26,34
556,318,577,113,30,34
557,318,577,100,46,65
558,318,582,132,45,47
559,318,580,142,46,62
560,318,581,157,47,66
561,318,578,188,72,68
562,318,582,211,72,68
563,318,583,236,77,73
564,318,588,264,77,73
565,318,590,294,80,76
566,318,596,330,76,73
567,318,601,368,75,72
568,318,598,409,84,81
569,318,602,452,93,89
570,318,607,501,104,97
571,318,616,556,111,101
572,318,623,618,123,107
573,318,618,692,128,112
574,318,613,771,140,122
575,318,613,857,159,139
576,318,610,955,174,153
577,318,615,1066,188,167
578,318,616,1196,207,185
579,318,611,1341,232,212
580,318,626,1471,230,212
