313,193,578,425,64,63,1,-1,-1
313,189,582,600,71,60,1,-1,-1
314,193,571,451,66,65,1,-1,-1
314,189,580,647,56,48,1,-1,-1
315,193,575,478,67,65,1,-1,-1
315,189,579,673,68,57,1,-1,-1
316,193,575,509,66,62,1,-1,-1
316,189,576,710,71,60,1,-1,-1
317,193,573,541,67,61,1,-1,-1
317,189,576,747,75,63,1,-1,-1
318,193,568,574,68,61,1,-1,-1
318,189,574,787,78,65,1,-1,-1
319,193,553,607,72,65,1,-1,-1
319,189,570,829,79,64,1,-1,-1
320,193,538,641,75,68,1,-1,-1
320,189,556,871,80,67,1,-1,-1
321,193,536,676,79,72,1,-1,-1
321,189,550,916,81,69,1,-1,-1
322,193,527,713,81,74,1,-1,-1
322,189,551,962,84,70,1,-1,-1
323,193,523,754,79,73,1,-1,-1
323,189,545,1011,84,71,1,-1,-1
324,193,524,799,78,70,1,-1,-1
324,189,544,1062,83,71,1,-1,-1
325,193,517,842,82,73,1,-1,-1
325,189,546,1114,87,74,1,-1,-1
326,193,507,887,86,76,1,-1,-1
326,189,540,1168,91,78,1,-1,-1
327,193,495,934,92,82,1,-1,-1
327,189,538,1222,98,84,1,-1,-1
328,193,479,980,97,88,1,-1,-1
328,189,531,1281,102,89,1,-1,-1
329,193,467,1030,102,94,1,-1,-1
329,189,529,1342,109,96,1,-1,-1
330,193,462,1091,101,93,1,-1,-1
330,189,527,1406,114,101,1,-1,-1
331,193,450,1151,105,97,1,-1,-1
331,189,523,1472,116,105,1,-1,-1
332,193,440,1220,105,97,1,-1,-1
332,189,524,1536,129,119,1,-1,-1
333,193,421,1287,114,106,1,-1,-1
333,189,526,1633,111,105,1,-1,-1
334,193,402,1365,112,106,1,-1,-1
334,189,523,1723,106,104,1,-1,-1
335,193,384,1446,112,106,1,-1,-1
335,189,538,1837,74,74,1,-1,-1
336,193,363,1522,125,121,1,-1,-1
555,325,577,101,26,34,1,-1,-1
556,325,577,113,30,34,1,-1,-1
557,325,577,100,46,65,1,-1,-1
558,325,582,132,45,47,1,-1,-1
559,325,580,142,46,62,1,-1,-1
560,325,581,157,47,66,1,-1,-1
561,325,585,178,47,69,1,-1,-1
562,325,589,202,46,67,1,-1,-1
563,325,592,228,47,75,1,-1,-1
564,325,596,256,49,72,1,-1,-1
565,325,595,285,63,78,1,-1,-1
566,325,601,322,60,74,1,-1,-1
567,325,605,361,59,73,1,-1,-1
568,325,604,402,66,82,1,-1,-1
569,325,609,446,73,90,1,-1,-1
570,325,615,495,82,98,1,-1,-1
571,325,625,551,88,101,1,-1,-1
572,325,633,613,98,108,1,-1,-1
573,325,628,688,103,113,1,-1,-1
574,325,625,767,113,123,1,-1,-1
575,325,627,853,128,140,1,-1,-1
576,325,625,951,139,154,1,-1,-1
577,325,632,1063,151,168,1,-1,-1
578,325,635,1193,165,186,1,-1,-1
579,325,633,1338,184,212,1,-1,-1
580,325,648,1468,183,212,1,-1,-1
697,360,537,157,20,39,1,-1,-1
698,360,536,143,19,40,1,-1,-1
699,360,533,130,20,44,1,-1,-1
700,360,529,121,21,41,1,-1,-1
701,360,525,113,23,38,1,-1,-1
702,360,521,104,23,39,1,-1,-1
703,360,518,96,21,39,1,-1,-1
704,360,513,86,22,44,1,-1,-1
705,360,509,80,20,42,1,-1,-1
706,360,504,71,21,44,1,-1,-1
707,360,497,65,22,44,1,-1,-1
708,360,491,61,19,42,1,-1,-1
709,360,487,55,17,44,1,-1,-1
710,360,481,51,15,43,1,-1,-1
711,360,474,49,14,29,1,-1,-1
712,360,467,45,17,42,1,-1,-1
713,360,459,42,21,38,1,-1,-1
714,360,451,41,24,40,1,-1,-1
715,360,443,39,29,40,1,-1,-1
716,360,437,39,31,39,1,-1,-1
717,360,430,39,34,38,1,-1,-1
718,360,424,39,36,36,1,-1,-1
719,360,418,44,38,31,1,-1,-1
720,360,413,45,39,31,1,-1,-1
721,360,408,47,40,30,1,-1,-1
722,360,402,49,40,29,1,-1,-1
723,360,397,52,40,28,1,-1,-1
724,360,392,54,44,32,1,-1,-1
725,360,385,56,47,33,1,-1,-1
726,360,379,61,48,38,1,-1,-1
727,360,373,68,48,39,1,-1,-1
728,360,365,79,49,38,1,-1,-1
729,360,357,89,51,39,1,-1,-1
730,360,351,97,50,43,1,-1,-1
731,360,341,113,58,38,1,-1,-1
732,360,333,124,60,39,1,-1,-1
733,360,325,136,63,39,1,-1,-1
734,360,314,143,69,47,1,-1,-1
735,360,304,147,71,56,1,-1,-1
736,360,289,168,94,61,1,-1,-1
737,360,272,175,111,74,1,-1,-1
738,360,257,185,120,82,1,-1,-1
739,360,244,197,124,87,1,-1,-1
740,360,230,214,124,89,1,-1,-1
741,360,211,232,129,94,1,-1,-1
742,360,192,239,154,113,1,-1,-1
743,360,162,259,171,123,1,-1,-1
744,360,136,283,184,132,1,-1,-1
745,360,115,313,196,140,1,-1,-1
746,360,88,347,200,146,1,-1,-1
747,360,74,387,207,155,1,-1,-1
748,360,76,433,219,165,1,-1,-1
749,360,64,485,229,177,1,-1,-1
750,360,52,544,245,195,1,-1,-1
751,360,39,615,267,217,1,-1,-1
752,360,11,679,316,264,1,-1,-1
753,360,-6,808,311,259,1,-1,-1
754,360,-10,942,281,229
971,502,553,162,39,40,1,-1,-1
972,502,554,153,36,41,1,-1,-1
973,502,555,143,36,40,1,-1,-1
974,502,556,134,37,41,1,-1,-1
975,502,555,125,40,42,1,-1,-1
976,502,557,119,40,40,1,-1,-1
977,502,556,112,42,39,1,-1,-1
978,502,557,104,42,39,1,-1,-1
979,502,558,97,42,39,1,-1,-1
980,502,557,89,44,39,1,-1,-1
981,502,557,84,46,39,1,-1,-1
982,502,557,77,46,40,1,-1,-1
983,502,558,71,44,40,1,-1,-1
984,502,556,65,46,44,1,-1,-1
985,502,557,60,43,45,1,-1,-1
986,502,556,56,43,47,1,-1,-1
987,502,554,55,42,46,1,-1,-1
988,502,553,54,41,48,1,-1,-1
989,502,552,54,40,47,1,-1,-1
990,502,550,60,41,44,1,-1,-1
991,502,549,58,41,49,1,-1,-1
992,502,546,64,43,47,1,-1,-1
993,502,544,65,47,50,1,-1,-1
994,502,543,71,49,49,1,-1,-1
995,502,543,73,48,53,1,-1,-1
996,502,540,79,52,54,1,-1,-1
997,502,540,82,52,60,1,-1,-1
998,502,539,88,53,60,1,-1,-1
999,502,539,94,53,62,1,-1,-1
1000,502,540,101,51,63,1,-1,-1
1001,502,539,109,51,64,1,-1,-1
1002,502,539,117,49,65,1,-1,-1
1003,502,535,126,54,66,1,-1,-1
1004,502,535,137,57,67,1,-1,-1
1005,502,535,147,55,69,1,-1,-1
1006,502,533,159,58,69,1,-1,-1
1007,502,529,171,61,66,1,-1,-1
1008,502,527,168,83,90,1,-1,-1
1009,502,532,181,104,79,1,-1,-1
1010,502,521,194,105,91,1,-1,-1
1011,502,520,209,108,104,1,-1,-1
1012,502,521,244,79,88,1,-1,-1
1013,502,520,259,82,95,1,-1,-1
1014,502,516,260,103,116,1,-1,-1
1015,502,515,266,109,133,1,-1,-1
1016,502,529,299,102,123,1,-1,-1
1017,502,541,329,118,118,1,-1,-1
1018,502,490,313,225,172,1,-1,-1
1019,502,496,343,233,178,1,-1,-1
1020,502,521,393,217,166,1,-1,-1
1021,502,542,445,205,156,1,-1,-1
1022,502,560,495,213,162,1,-1,-1
1023,502,578,546,212,161,1,-1,-1
1024,502,595,601,219,166,1,-1,-1
1025,502,611,659,232,175,1,-1,-1
1026,502,629,725,244,184,1,-1,-1
1027,502,649,798,261,196,1,-1,-1
1028,502,669,881,278,208,1,-1,-1
1029,502,675,957,321,241,1,-1,-1
1030,502,727,1092,298,226,1,-1,-1
1031,502,770,1235,299,228,1,-1,-1
1032,502,806,1383,313,241,1,-1,-1
1033,502,852,1537,304,234,1,-1,-1
1158,595,517,189,31,38,1,-1,-1
1159,595,517,176,35,39,1,-1,-1
1160,595,518,166,34,37,1,-1,-1
1161,595,519,157,35,33,1,-1,-1
1162,595,520,150,35,29,1,-1,-1
1163,595,522,140,29,27,1,-1,-1
1164,595,526,128,25,29,1,-1,-1
1165,595,528,120,24,30,1,-1,-1
1166,595,530,113,29,31,1,-1,-1
1167,595,532,105,28,33,1,-1,-1
1168,595,536,98,29,35,1,-1,-1
1169,595,536,93,33,35,1,-1,-1
1170,595,536,89,36,36,1,-1,-1
1171,595,537,84,39,36,1,-1,-1
1172,595,538,81,42,35,1,-1,-1
1173,595,541,79,43,33,1,-1,-1
1174,595,545,78,42,32,1,-1,-1
1175,595,550,76,40,32,1,-1,-1
1176,595,554,75,38,35,1,-1,-1
1177,595,558,76,40,35,1,-1,-1
1178,595,560,76,42,36,1,-1,-1
1179,595,563,76,46,40,1,-1,-1
1180,595,568,76,46,43,1,-1,-1
1181,595,572,78,43,45,1,-1,-1
1182,595,578,81,39,46,1,-1,-1
1183,595,585,85,37,48,1,-1,-1
1184,595,590,91,32,48,1,-1,-1
1185,595,598,101,30,44,1,-1,-1
1186,595,602,104,34,48,1,-1,-1
1187,595,609,113,33,49,1,-1,-1
1188,595,604,125,47,47,1,-1,-1
1189,595,610,133,45,49,1,-1,-1
1190,595,616,145,44,47,1,-1,-1
1191,595,616,130,55,75,1,-1,-1
1192,595,622,140,56,79,1,-1,-1
1193,595,629,152,59,80,1,-1,-1
1194,595,634,168,56,78,1,-1,-1
1195,595,628,195,89,78,1,-1,-1
1196,595,632,214,86,75,1,-1,-1
1197,595,640,231,84,73,1,-1,-1
1198,595,644,247,89,78,1,-1,-1
1199,595,649,264,94,82,1,-1,-1
1200,595,656,282,98,85,1,-1,-1
1201,595,668,301,106,89,1,-1,-1
1210,595,714,522,121,89,1,-1,-1
1211,595,732,553,126,88,1,-1,-1
1212,595,725,582,134,94,1,-1,-1
1213,595,729,612,148,102,1,-1,-1
1214,595,724,641,161,111,1,-1,-1
1215,595,719,675,172,118,1,-1,-1
1216,595,719,711,181,125,1,-1,-1
1217,595,726,750,188,129,1,-1,-1
1218,595,735,793,195,132,1,-1,-1
1219,595,733,841,203,138,1,-1,-1
1220,595,745,888,213,145,1,-1,-1
1221,595,749,940,222,151,1,-1,-1
1222,595,757,996,230,157,1,-1,-1
1223,595,772,1058,240,164,1,-1,-1
1224,595,787,1124,252,172,1,-1,-1
1225,595,800,1201,259,177,1,-1,-1
1226,595,807,1284,271,186,1,-1,-1
1227,595,817,1376,281,195,1,-1,-1
1228,595,819,1459,316,221,1,-1,-1
1229,595,869,1593,281,200,1,-1,-1
1230,595,939,1732,207,149,1,-1,-1
1369,676,627,0,33,15,1,-1,-1
1370,676,627,0,36,26,1,-1,-1
1371,676,629,0,41,38,1,-1,-1
1372,676,629,0,44,48,1,-1,-1
1373,676,634,0,46,63,1,-1,-1
1374,676,637,7,47,72,1,-1,-1
1375,676,644,23,46,72,1,-1,-1
1376,676,649,42,49,69,1,-1,-1
1377,676,652,56,50,75,1,-1,-1
1378,676,657,79,51,73,1,-1,-1
1379,676,626,100,128,77,1,-1,-1
1380,676,633,125,124,78,1,-1,-1
1381,676,640,150,124,81,1,-1,-1
1382,676,648,177,122,83,1,-1,-1
1383,676,654,206,120,85,1,-1,-1
1384,676,660,236,121,89,1,-1,-1
1385,676,656,255,140,107,1,-1,-1
1386,676,658,284,149,118,1,-1,-1
1387,676,662,318,153,125,1,-1,-1
1388,676,673,364,145,122,1,-1,-1
1389,676,679,404,149,129,1,-1,-1
1390,676,684,450,149,133,1,-1,-1
1391,676,690,500,150,137,1,-1,-1
1392,676,699,556,144,134,1,-1,-1
1393,676,710,618,138,131,1,-1,-1
1394,676,719,686,136,131,1,-1,-1
1395,676,732,752,140,134,1,-1,-1
1396,676,734,818,148,143,1,-1,-1
1397,676,739,888,156,152,1,-1,-1
1398,676,743,960,165,162,1,-1,-1
1399,676,751,1036,175,172,1,-1,-1
1400,676,759,1120,186,182,1,-1,-1
1401,676,767,1210,196,193,1,-1,-1
1402,676,775,1310,206,205,1,-1,-1
1403,676,791,1417,216,216,1,-1,-1
1404,676,792,1517,237,242,1,-1,-1
1405,676,838,1676,178,181,1,-1,-1
1591,791,505,184,41,36,1,-1,-1
1592,791,505,174,43,39,1,-1,-1
1593,791,506,166,43,39,1,-1,-1
1594,791,507,159,44,39,1,-1,-1
1595,791,507,151,46,40,1,-1,-1
1596,791,506,145,50,40,1,-1,-1
1597,791,508,140,50,39,1,-1,-1
1598,791,509,136,51,40,1,-1,-1
1599,791,511,133,52,39,1,-1,-1
1600,791,515,132,49,39,1,-1,-1
1601,791,517,132,50,41,1,-1,-1
1602,791,521,133,47,43,1,-1,-1
1603,791,524,136,47,44,1,-1,-1
1604,791,528,136,45,48,1,-1,-1
1605,791,533,136,42,53,1,-1,-1
1606,791,537,139,39,55,1,-1,-1
1607,791,540,141,39,59,1,-1,-1
1608,791,544,143,38,61,1,-1,-1
1609,791,548,147,36,61,1,-1,-1
1610,791,552,150,35,65,1,-1,-1
1611,791,554,152,36,71,1,-1,-1
1612,791,558,156,36,75,1,-1,-1
1613,791,561,161,38,76,1,-1,-1
1614,791,564,165,36,80,1,-1,-1
1615,791,564,171,41,82,1,-1,-1
1616,791,569,181,39,81,1,-1,-1
1617,791,571,190,41,82,1,-1,-1
1618,791,574,201,42,83,1,-1,-1
1619,791,578,214,44,83,1,-1,-1
1620,791,582,228,42,83,1,-1,-1
1621,791,587,244,41,83,1,-1,-1
1622,791,589,265,47,82,1,-1,-1
1623,791,565,260,109,108,1,-1,-1
1624,791,582,286,100,101,1,-1,-1
1625,791,592,318,105,104,1,-1,-1
1626,791,596,343,109,105,1,-1,-1
1627,791,598,372,112,105,1,-1,-1
1628,791,597,404,113,104,1,-1,-1
1629,791,596,438,114,103,1,-1,-1
1630,791,601,475,119,105,1,-1,-1
1631,791,603,515,123,105,1,-1,-1
1632,791,600,556,129,109,1,-1,-1
1633,791,596,600,137,114,1,-1,-1
1634,791,605,645,149,121,1,-1,-1
1635,791,605,694,163,129,1,-1,-1
1636,791,594,748,179,142,1,-1,-1
1637,791,590,805,197,156,1,-1,-1
1638,791,583,868,218,172,1,-1,-1
1639,791,579,940,241,189,1,-1,-1
1640,791,576,1019,263,206,1,-1,-1
1641,791,572,1109,284,223,1,-1,-1
1642,791,568,1213,307,241,1,-1,-1
1643,791,562,1327,330,263,1,-1,-1
1644,791,544,1432,377,307,1,-1,-1
ÊÓÆµÖ¡ÂÊ£º6.59877563966609,1,-1,-1
